,center,focus,best_FDC,size,depth
5731,Roddy MacNeill,Josie Long,-4.0768855313474806,15,3
5732,Stephanie Gibson,Josie Long,-4.0768855313474806,15,3
5733,Joanna Neary,Josie Long,-4.131832448013683,12,2
5734,Alex Di Dio,Gerald McCullouch,0.4559444197413772,11,2
5735,Gregory Gunter,Gerald McCullouch,0.4559444197413772,11,2
5736,Joe Conti,Gerald McCullouch,0.4559444197413772,11,2
5737,Stephen Guarino,Gerald McCullouch,0.4559444197413772,11,2
5738,Jack O'Brien,Mike Nichols,-1.0155733449443922,7,2
5739,Christina Sheldon,Jon Bennett,-1.3834527861158346,6,2
5740,Jeff Boerger,Jon Bennett,-1.3834527861158346,6,2
5741,Brad Carmichael,Robert Fleet,-2.936615930055685,20,3
5742,Bruce Pringle,Robert Fleet,-2.936615930055685,20,3
5743,Ivana Stojanovic,Robert Fleet,-2.936615930055685,20,3
5744,Eudes Toussaint,Françoise Lebrun,3.3539658476363026,39,3
5745,Leïla Chateau,Françoise Lebrun,3.3539658476363026,39,3
5746,Nicolas Haudelaine,Françoise Lebrun,3.3539658476363026,39,3
5747,Regis Truchy,Françoise Lebrun,3.3539658476363026,39,3
5748,Craig Hawksley,Eric Spudic,0.09039648863928806,50,4
5749,Jeremiah Alley,Eric Spudic,0.09039648863928806,50,4
5750,Rosemary Garris,Eric Spudic,0.09039648863928806,50,4
5751,Brandon Bollig,Eric Spudic,0.09039648863928806,50,4
5752,Walker Deibel,Eric Spudic,0.09039648863928806,50,4
5753,Bestemsu Özdemir,Ufuk Bayraktar,-1.8415661900942883,24,3
5754,Fırat Albayram,Ufuk Bayraktar,-1.8415661900942883,24,3
5755,Anju Asrani,Ruthika,-2.6419990444391797,17,3
5756,Annapurna,Ruthika,-2.6419990444391797,17,3
5757,Bollimunta Nageswara Rao,Ruthika,-2.6419990444391797,17,3
5758,Dragan Wende,Eva-Maria Kurz,-2.2091988116575574,25,3
5759,Christian Ehrnstén,David Dencik,14.915011993669408,116,4
5760,Ellen Greene,Angela Gots,-0.6476939037729498,8,2
5761,Lynnda Ferguson,Angela Gots,-0.6476939037729498,8,2
5762,Robert Hays,Angela Gots,-0.6476939037729498,8,2
5763,Emily Marsh,Vito Trigo,0.4559444197413772,11,2
5764,Matt Chodoronek,Vito Trigo,0.4559444197413772,11,2
5765,Georgia Bradley,Warwick Davis,3.8036384657139863,90,4
5766,Mark Cusack,Warwick Davis,3.8036384657139863,90,4
5767,Sam Carter,Jack Penrod,-0.33341714763105035,37,3
5768,Edin Gali,Kerry Finlayson,1.1917033020842618,13,2
5769,Peter Giliberti,Kerry Finlayson,1.1917033020842618,13,2
5770,Carter Riley Irwin,Kerry Finlayson,1.1917033020842618,13,2
5771,Paul Hungerford,Kerry Finlayson,1.1917033020842618,13,2
5772,Doctor Dré,Amy Paffrath,15.980538121757226,109,3
5773,Drag-On,Amy Paffrath,15.980538121757226,109,3
5774,Luis Cespedes,Amy Paffrath,15.980538121757226,109,3
5775,Markee Adams,Amy Paffrath,15.980538121757226,109,3
5776,Emily Treolo,Mike Stoklasa,-1.7300680293087563,43,5
5777,Mike Johnson,David C. Hayes,4.026806278780487,69,5
5778,Nick Sommer,Mike Stoklasa,-1.7300680293087563,43,5
5779,Sarah Luther,Mike Stoklasa,-1.7300680293087563,43,5
5780,Erin Hammond,Mike Stoklasa,-1.730931897937363,36,5
5781,Marshall Caswell,Mike Stoklasa,-1.730931897937363,36,5
5782,Max Williamson,Mike Stoklasa,-1.730931897937363,36,5
5783,Jose Diaz,Arron Kinser,-4.518027528073859,10,2
5784,Michael Eck,Arron Kinser,-4.518027528073859,10,2
5785,Theo Crisell,Arron Kinser,-4.518027528073859,10,2
5786,Brittany Halls,JR Bourne,23.816147039298095,134,4
5787,Eli Jolley,JR Bourne,23.816147039298095,134,4
5788,Leigh Higginbotham,JR Bourne,23.816147039298095,134,4
5789,Jony Arbid,Hili Yalon,-0.6476939037729498,8,2
5790,Shadi Fahr-Al-Din,Hili Yalon,-0.6476939037729498,8,2
5791,Shlomo Vishinsky,Hili Yalon,-0.6476939037729498,8,2
5792,Shredi Jabarin,Hili Yalon,-0.6476939037729498,8,2
5793,Steve Mazoukis,Kate Elliott,1.155590051371214,60,4
5794,Corso Codecasa,Evita Ciri,0.08806497856993488,10,2
5795,Matteo Creatini,Bianca Nappi,-4.518027528073859,10,2
5796,Nicola Nocchi,Bianca Nappi,-4.518027528073859,10,2
5797,King Kukulele,Miranda Colclasure,1.1917033020842618,13,2
5798,Medusirena Marina,Miranda Colclasure,1.1917033020842618,13,2
5799,Tiki Kiliki,Miranda Colclasure,1.1917033020842618,13,2
5800,Chaz Mena,Ana Brandão,0.08806497856993488,10,2
5801,Lindsey Connell,Sam Easton,-2.696945961105382,14,3
5802,Spencer Rice,Sam Easton,-2.696945961105382,14,3
5803,Duncan Cunningham,Byron J. Brochmann,-1.0155733449443922,7,2
5804,Matthew Carnio,Byron J. Brochmann,-1.0155733449443922,7,2
5805,Michael Browning,Byron J. Brochmann,-1.0155733449443922,7,2
5806,Duncan Finnigan,Robert Nolan,4.007626771263147,36,3
5807,Gordon Grant,Robert Nolan,4.007626771263147,36,4
5808,John Smith,Robert Nolan,4.007626771263147,36,4
5809,DJ Roog,Moby,4.081790859503059,79,4
5810,Dj Jean,Fedde le Grand,-0.4081229567786589,46,3
5811,Michel De Hey,Moby,4.081790859503059,79,4
5812,Rank 1,Moby,4.081790859503059,79,4
5813,DJ Marcello,Fedde le Grand,-0.4081229567786589,46,3
5814,Johan Gielen,Fedde le Grand,-0.4081229567786589,46,3
5815,DJ Marnix,Moby,4.081790859503059,79,4
5816,Ferry Corsten,Moby,4.081790859503059,79,4
5817,Benjamin Bates,David Guetta,-1.0874916688626692,27,3
5818,Brain S,David Guetta,-1.0874916688626692,27,3
5819,Paul van Dyk,David Guetta,-1.0874916688626692,27,3
5820,An21,Fedde le Grand,-0.050093980747107913,44,3
5821,Martin Solveig,Fedde le Grand,-0.050093980747107913,44,3
5822,Mr. White,Fedde le Grand,-0.050093980747107913,44,3
5823,Lisa Goodman,Lisa Goodman,1.1917033020842618,13,1
5824,Andrea Bukoske,Shawn C. Phillips,17.544583695262993,90,4
5825,Anthony Butterfield,Shawn C. Phillips,17.544583695262993,90,4
5826,Brandon Aylor,Shawn C. Phillips,17.544583695262993,90,4
5827,Paul Albers,Shawn C. Phillips,17.544583695262993,90,4
5828,Breana Mitchell,Shawn C. Phillips,17.847789164432427,86,3
5829,David King,Shawn C. Phillips,17.847789164432427,86,3
5830,Derek Cook,Shawn C. Phillips,17.847789164432427,86,3
5831,Susan Steele,Shawn C. Phillips,17.847789164432427,86,3
5832,Jennifer Runyon,Shawn C. Phillips,17.847789164432427,86,3
5833,Luc Bernier,Shawn C. Phillips,17.847789164432427,86,3
5834,Giselheid Hönsch,Ben Unterkofler,-3.009878485610622,16,2
5835,Justus Kötting,Ben Unterkofler,-3.009878485610622,16,2
5836,Timo Rüggeberg,Ben Unterkofler,-3.009878485610622,16,2
5837,Bart Flynn,Ethan Holey,-0.0389236718186311,26,2
5838,Erica Kisseberth,Ethan Holey,0.264405207154891,23,2
5839,Jessica Daniels,Ethan Holey,0.264405207154891,23,2
5840,Steve Rimpici,Ethan Holey,0.264405207154891,23,2
5841,Elizabeth Aweiker,Ethan Holey,0.264405207154891,23,2
5842,Michael Blair,Ethan Holey,0.264405207154891,23,2
5843,James Gerardi,Jim O'Heir,8.9553458140155,153,4
5844,Mike Lawler,Jim O'Heir,8.9553458140155,153,4
5845,Paulino Hemmer,Jim O'Heir,8.9553458140155,153,4
5846,Evan Ginzburg,Christopher Irvine,25.436953012474994,105,3
5847,Nelson Rodriguez Erazo,Christopher Irvine,25.436953012474994,105,3
5848,Nikita Breznikov,Christopher Irvine,25.436953012474994,105,2
5849,Bob Hope,Bing Crosby,-1.0155733449443922,7,2
5850,Kathryn Crosby,Bing Crosby,-1.0155733449443922,7,2
5851,Mary Martin,Bing Crosby,-1.0155733449443922,7,2
5852,Abbase Ba,Angeli Bayani,26.295604327828308,176,5
5853,El Hadj Dieng,Angeli Bayani,26.295604327828308,176,5
5854,Omar Seck,Angeli Bayani,26.295604327828308,176,5
5855,Thierno Ndiaye Doss,Angeli Bayani,26.295604327828308,176,4
5856,Austin Aoyama,Michael Flynn,3.89628968433807,50,4
5857,Ben Anderson,Michael Flynn,3.89628968433807,50,4
5858,Dylan McKay,Michael Flynn,3.89628968433807,50,4
5859,Karina Segura,Michael Flynn,3.89628968433807,50,3
5860,Brandon Morgan,Michael Flynn,3.89628968433807,50,3
5861,Mykie Valenzuela,Michael Flynn,3.89628968433807,50,3
5862,Amanda Cook,Sean Bennett,-0.6476939037729498,8,2
5863,David Everritt,Sean Bennett,-0.6476939037729498,8,2
5864,Jenevieve Frank,Sean Bennett,-0.6476939037729498,8,2
5865,Son Ngyuen,Sean Bennett,-0.6476939037729498,8,2
5866,Louise Cargin,Giovanni Lombardo Radice,1.368043530669218,26,3
5867,Robert D. Donohoe,Giovanni Lombardo Radice,1.368043530669218,26,3
5868,Lukács Dániel,Lorànt Deutsch,32.37235977350801,288,5
5869,Nikolett Molnár,Lorànt Deutsch,32.37235977350801,288,5
5870,Zsófi Trecskó,Lorànt Deutsch,32.37235977350801,288,5
5871,Ötvös András,Lili Monori,-1.2540224920621221,36,3
5872,Cahit Gök,Nursel Köse,1.9274621844271465,15,2
5873,Mert Taştan,Nursel Köse,1.9274621844271465,15,2
5874,Nesrin Cavadzade,Nursel Köse,1.9274621844271465,15,2
5875,Sila Lara Cantürk,Nursel Köse,1.9274621844271465,15,2
5876,Kevin Charles,Akira Emoto,43.81627756718348,583,5
5877,Rebekah Dahl,Akira Emoto,43.81627756718348,583,5
5878,Richard Crockett,Akira Emoto,43.81627756718348,583,5
5879,Shannon Emerick,Akira Emoto,43.81627756718348,583,5
5880,Ally Melling,Brian Gunnoe,2.6632210667700313,17,2
5881,Eamon Hardiman,Brian Gunnoe,2.6632210667700313,17,2
5882,Mark Brown,Brian Gunnoe,2.6632210667700313,17,2
5883,Meghan McDowell,Brian Gunnoe,2.6632210667700313,17,2
5884,Vanessa Kessinger,Brian Gunnoe,2.6632210667700313,17,2
5885,Billy Dynamite,Brian Gunnoe,2.6632210667700313,17,2
5886,Diana Burton,Brian Gunnoe,2.6632210667700313,17,2
5887,Billie Worley,Jeremy London,30.174180694117958,205,4
5888,Christian Walker,John Still,-4.904222608134036,8,2
5889,Jerre Dye,Jeremy London,30.174180694117958,205,4
5890,Ed Antoja,Peter Singer,-2.735143902279609,31,3
5891,Jenny Berengueras,Peter Singer,-2.735143902279609,31,3
5892,Melanie Joy,Peter Singer,-2.735143902279609,31,3
5893,Ursula Wolf,Peter Singer,-2.735143902279609,31,3
5894,Al Morrison,Michael Gregory,0.016023244847571116,33,5
5895,J.W. Morrissette,Michael Gregory,0.016023244847571116,33,5
5896,Joshua Stafford,Michael Gregory,0.016023244847571116,33,5
5897,Lauren Chambers,Michael Gregory,0.016023244847571116,33,5
5898,Peter A. Davis,Michael Gregory,0.016023244847571116,33,4
5899,Arin Hanson,Michael Gregory,0.016023244847571116,33,3
5900,Cole Eckert,Michael Gregory,0.016023244847571116,33,4
5901,Marisa Dutton,Michael Gregory,0.016023244847571116,33,4
5902,CJ de Mooi,Eric Colvin,-3.599112256843633,22,3
5903,Ffion Williams,Gemma Arterton,30.009624427783898,230,4
5904,Siôn Pritchard,Gemma Arterton,30.009624427783898,230,4
5905,Alfred Toledo,Sara Fletcher,10.280880188499093,74,4
5906,Gretel Sharp,Sara Fletcher,10.280880188499093,74,4
5907,Jessica Willis,Sara Fletcher,10.280880188499093,74,3
5908,Meosha Bean,Sara Fletcher,10.280880188499093,74,4
5909,Justine Greenwald,Ethan Holey,-0.0389236718186311,26,3
5910,Max Elinsky,Ethan Holey,-0.0389236718186311,26,3
5911,Robbie Barnes,Ethan Holey,-0.0389236718186311,26,3
5912,April Needham,Mark Cray,0.8238238609128196,12,2
5913,Don Kilrain,Mark Cray,0.8238238609128196,12,2
5914,Sarah Domanick,Mark Cray,0.8238238609128196,12,2
5915,Molly Ritter,Ben Price,-0.6476939037729498,8,2
5916,Todd Friel,Ben Price,-0.6476939037729498,8,2
5917,Travis Owens,Ben Price,-0.6476939037729498,8,2
5918,Amal Boukhizzou,Willeke van Ammelrooy,-0.3146078695259694,58,5
5919,Appie Boukhizzou,Willeke van Ammelrooy,-0.3146078695259694,58,5
5920,Ebru Akyildiz,Cees Geel,9.290210525784357,214,5
5921,Safirah Dijkstra,Frank Lammers,18.184794434161468,269,5
5922,Tenji Kamogawa,Hirotaro Honda,18.23563116323644,183,4
5923,William Ferreira,Hirotaro Honda,18.23563116323644,183,4
5924,Yûki Hiyori,Hinako Tanaka,-1.9611870787624974,16,2
5925,Arly Arnaud,João Miguel,15.689462456402865,107,4
5926,Lucas Valadares,João Miguel,15.689462456402865,107,4
5927,Valderez Freitas Teixeira,João Miguel,15.689462456402865,107,4
5928,Cláudia Gomes,Markus Konká,0.8238238609128196,12,2
5929,Guti Fraga,Markus Konká,0.8238238609128196,12,2
5930,Yuri Vasconcellos,Markus Konká,0.8238238609128196,12,2
5931,Sergey Podpolnyy,Sergey Romanovich,-0.27981446260150744,9,2
5932,José Alicea,Modesto Lacen,13.720611262648664,185,5
5933,Marimar Benítez,Modesto Lacen,13.720611262648664,185,5
5934,Sofía Maldonado,Modesto Lacen,13.720611262648664,185,5
5935,Teresa Tió,Modesto Lacen,13.720611262648664,185,4
5936,Aura Rivas,Gonzalo Cubero,0.10446811249772459,72,5
5937,Endry Cardeño,Gonzalo Cubero,0.10446811249772459,72,5
5938,José Manuel Suárez,Edgar Ramírez,16.079226003146573,336,5
5939,Violeta Alemán,Gonzalo Cubero,0.10446811249772459,72,5
5940,Alex Van Halen,Ann Miller,-1.2071125575308783,19,2
5941,David Lee Roth,Ann Miller,-1.2071125575308783,19,2
5942,Eddie Van Halen,Ann Miller,-1.2071125575308783,19,2
5943,Michael Anthony,Ann Miller,-1.2071125575308783,19,2
5944,Arthur Marx,Ann Miller,-1.2071125575308783,19,2
5945,Groucho Marx,Ann Miller,-1.2071125575308783,19,2
5946,Steve Stoliar,Ann Miller,-1.2071125575308783,19,2
5947,Nise da Silveira,Leon Hirszman,-1.7513322272872769,5,2
5948,Guacimara Correa,José Manuel Trujillo Salas,-0.6476939037729498,8,2
5949,Mingo Ruano,José Manuel Trujillo Salas,-0.6476939037729498,8,2
5950,Roberto Kuzmanich,José Manuel Trujillo Salas,-0.6476939037729498,8,2
5951,Briana Caitlin,Lee Martin,-2.1723207142719154,36,3
5952,Magen Mattox,Lee Martin,-2.1723207142719154,36,3
5953,David Daniel,Joshua Bowman,2.112333034363408,61,4
5954,Lucio Rodriguez,Joshua Bowman,2.112333034363408,61,5
5955,Aman François,Marilyne Fontaine,-0.6476939037729498,8,2
5956,Charif Ghattas,Marilyne Fontaine,-0.6476939037729498,8,2
5957,Valéria Cavalli,Marilyne Fontaine,-0.6476939037729498,8,2
5958,Abílio Campos,Eucir de Souza,5.378086105777614,35,3
5959,Ace Gibson,Laurel Vail,-2.1825414088240667,23,3
5960,Adam Key,Laurel Vail,-2.1825414088240667,23,3
5961,Kim Manning,Laurel Vail,-2.1825414088240667,23,3
5962,Nina Hauser,Laurel Vail,-2.1825414088240667,23,3
5963,Ankhnyam Rachaa,Oleg Taktarov,1.9007637218392675,36,3
5964,Erdenetsetseg Bazarragchaa,Oleg Taktarov,1.9007637218392675,36,3
5965,Unubold Batbayar,Oleg Taktarov,1.9007637218392675,36,3
5966,Unurjargal Jigjidsuren,Oleg Taktarov,1.9007637218392675,36,3
5967,Rachel Stirling,Rachel Sterling,1.9274621844271465,15,2
5968,Garrett Penwell,Jay Laisne,-1.4300335509892064,45,3
5969,Sky Kelley,Jay Laisne,-1.4300335509892064,45,3
5970,Ashley Rebecca Hawkins,Hazel Dean,3.398979949112916,19,2
5971,Bill Jacobson,Hazel Dean,3.398979949112916,19,2
5972,Myiea Coy,Hazel Dean,3.398979949112916,19,2
5973,Tiffany Kristensen,Hazel Dean,3.398979949112916,19,2
5974,Christopher Halliday,Shayne Donghi,-1.0155733449443922,7,2
5975,Elise Chapman,Shayne Donghi,-1.0155733449443922,7,2
5976,Rachel Jones,Shayne Donghi,-1.0155733449443922,7,2
5977,Anna Palestis,Marcus T. Paulk,5.449781997935793,58,3
5978,Dylan Voorhees,Marcus T. Paulk,5.449781997935793,58,3
5979,Liam J. Smith,Marcus T. Paulk,5.449781997935793,58,3
5980,Reuben Rasheed,Marcus T. Paulk,5.449781997935793,58,3
5981,Faozan Rizal,Ladya Cheryl,0.4559444197413772,11,2
5982,Ine Febriyanti,Ladya Cheryl,0.4559444197413772,11,2
5983,Alba Valvé,Edgar Ramírez,16.079226003146573,336,5
5984,Dilia Waikaran,Edgar Ramírez,16.079226003146573,336,5
5985,Yugui López,Edgar Ramírez,16.079226003146573,336,5
5986,Ayhan Anıl,Timur Acar,-0.6476939037729498,8,2
5987,Yüksel Aksu,Timur Acar,-0.6476939037729498,8,2
5988,Jan Amazigh Sid,Martin Hentschel,7.14265409268313,55,3
5989,Julie Trappett,Martin Hentschel,7.14265409268313,55,3
5990,Dimitar Nikolov,Marian Valev,-0.3521030159320446,26,3
5991,Ina Effenberger,Marian Valev,-0.3521030159320446,26,4
5992,Patricia Nammour,Raad Rawi,-2.6236834055504454,18,3
5993,Guðrún Gísladóttir,Jóhann Sigurðarson,-0.6476939037729498,8,2
5994,Gísli Pétur Hinriksson,Jóhann Sigurðarson,-0.6476939037729498,8,2
5995,Olafur S.K. Thorvaldz,Jóhann Sigurðarson,-0.6476939037729498,8,2
5996,Even Nyhoff,Iben M. Akerlie,-3.239944809029207,23,3
5997,Mohammed Alghoul,Iben M. Akerlie,-3.239944809029207,23,3
5998,Samakab Omar,Iben M. Akerlie,-3.239944809029207,23,3
5999,Dorit Lev-Ari,Yuval Segal,0.4559444197413772,11,2
6000,Ron Gur-Arieh,Yuval Segal,0.4559444197413772,11,2
6001,Ron Jaegermann,Yuval Segal,0.4559444197413772,11,2
6002,Carl McCrystal,Susanne Gschwendtner,-1.9428714398737632,17,2
6003,David Lavenski,Susanne Gschwendtner,-1.9428714398737632,17,2
6004,Davina Kevelson,Susanne Gschwendtner,-1.9428714398737632,17,2
6005,Ivan Zabelin,Denis Paramonov,-0.27981446260150744,9,2
6006,Mikhail Kremer,Denis Paramonov,-0.27981446260150744,9,2
6007,Veronika Timofeeva,Denis Paramonov,-0.27981446260150744,9,2
6008,Ela Thier,Ebbe Bassey,0.8238238609128196,12,2
6009,Memo,Ebbe Bassey,0.8238238609128196,12,2
6010,Nabil Viñas,Ebbe Bassey,0.8238238609128196,12,2
6011,Gaia Shalita Katz,Yoav Rotman,0.8238238609128196,12,2
6012,Hillel Cappon,Yoav Rotman,0.8238238609128196,12,2
6013,Tamara Freidland,Yoav Rotman,0.8238238609128196,12,2
6014,Ilan Hazan,Moshe Ivgy,8.612692960761649,189,5
6015,Maya Gasner,Itay Turgeman,-2.080619110024158,35,3
6016,Farhad Israfilov,Shabnam Moghadami,-2.3760998642692703,31,3
6017,Sabir Mamadov,Shabnam Moghadami,-2.3760998642692703,31,3
6018,Vidadi Aliyev,Shabnam Moghadami,-2.3760998642692703,31,3
6019,Carla Linares,Greta Fernández,-2.2462003188472854,20,3
6020,Elena Martín,Greta Fernández,-2.2462003188472854,20,3
6021,Paula Knüpling,Greta Fernández,-2.2462003188472854,20,3
6022,Gail Dines,Laura Mulvey,-4.426449333630189,15,3
6023,Jean Kilbourne,Laura Mulvey,-4.426449333630189,15,3
6024,Susie Orbach,Laura Mulvey,-4.426449333630189,15,3
6025,Damjan Cvetanovski,Sergej Trifunović,17.23131860540186,121,4
6026,Dragana Galevska,Sergej Trifunović,17.23131860540186,121,4
6027,Sofija Daceva,Sergej Trifunović,17.23131860540186,121,4
6028,Trajce Crvenov,Sergej Trifunović,17.23131860540186,121,4
6029,Evangelia Andreadaki,Anne Consigny,26.14762554549078,280,5
6030,Loukia Michalopoulou,Anne Consigny,26.14762554549078,280,5
6031,Stavroula Kontopoulou,Anne Consigny,26.14762554549078,280,5
6032,Yannis Kokiasmenos,Hristos Passalis,-2.631901759691115,22,3
6033,Brenda Lara Markus,Paulina Gaitán,9.59945117380198,72,5
6034,Juan Pablo Olyslager,Paulina Gaitán,9.59945117380198,72,4
6035,Julio Serrano,Paulina Gaitán,9.59945117380198,72,5
6036,Kunti Shaw,Paulina Gaitán,9.59945117380198,72,5
6037,Roberto Díaz Gomar,Paulina Gaitán,9.59945117380198,72,5
6038,Big Tigger,Leslie Jones,-2.8714483188373316,29,3
6039,Jacob Harvey,Jim Thorburn,20.948890343254575,87,4
6040,Claes Hylinger,Tambet Tuisk,0.8059028392844196,61,5
6041,Egon Nuter,Denis Lavant,22.974642175270397,259,5
6042,Maria Klenskaja,Tambet Tuisk,0.8059028392844196,61,5
6043,David Thomson,Martin Scorsese,-3.4327048434482665,12,2
6044,Caterina D’Amico,Christopher Doyle,-1.3085991793160645,36,3
6045,Elisabeth Roudinesco,Christopher Doyle,-1.3085991793160645,36,3
6046,Ludovico Corrao,Umberto Eco,-4.186779364679886,9,2
6047,Rossana Rossanda,Umberto Eco,-4.186779364679886,9,2
6048,Vittorio Sgarbi,Umberto Eco,-4.186779364679886,9,2
6049,Alexandros Bourdoumis,Barbara Tabita,-2.1825414088240667,23,3
6050,Christopher Papakaliatis,Barbara Tabita,-2.1825414088240667,23,3
6051,Haris Asimakopoulos,Barbara Tabita,-2.1825414088240667,23,3
6052,Dioni Kourtaki,Hristos Passalis,-2.631901759691115,22,3
6053,Hitham Omari,Ruba Blal,0.4559444197413772,11,2
6054,Khadija Al Akel,Ruba Blal,0.4559444197413772,11,2
6055,Lamis Ammar,Ruba Blal,0.4559444197413772,11,2
6056,Andrey Drozdov,Begê Muniz,-1.7314255371537097,32,5
6057,Fedor Filonov,Begê Muniz,-1.7314255371537097,32,5
6058,Nina Medvinskaya,Begê Muniz,-1.7314255371537097,32,5
6059,Viktoria Vinyarska,Renato Aragão,1.1182183147692255,65,5
6060,Mark Addison,Brian Unger,0.08806497856993488,10,2
6061,Tony Alexander,Brian Unger,0.08806497856993488,10,2
6062,Cameron Green,Graham Cole,-1.7513322272872769,5,2
6063,Hester Campbell,Graham Cole,-1.7513322272872769,5,2
6064,Eddie Bowley,Bertie Gilbert,0.2756508441961034,69,5
6065,Matt Hargreaves,Bertie Gilbert,0.2756508441961034,69,5
6066,Matt Ley,Bertie Gilbert,0.2756508441961034,69,5
6067,Thomas Ridgewell,Bertie Gilbert,0.2756508441961034,69,4
6068,Graham Hancock,Tom Cruise,39.12539868616956,355,5
6069,Maxine Asher,Tom Cruise,39.12539868616956,355,5
6070,William Henry,Tom Cruise,39.12539868616956,355,5
6071,Deborah Duke,Dwayne Boyd,-0.43472239741052565,23,3
6072,Kaspar Velberg,Esko Salminen,-0.7476549219157653,25,3
6073,Kristjan Üksküla,Esko Salminen,-0.7476549219157653,25,3
6074,Priit Pius,Esko Salminen,-0.7476549219157653,25,3
6075,Kaliman Kalybek kyzy,Natacha Régnier,18.042732911268676,83,4
6076,Kanat Abdrakhmanov,Natacha Régnier,18.042732911268676,83,4
6077,Razha Alieva,Natacha Régnier,18.042732911268676,83,4
6078,Bobbi Jene Smith,Ohad Naharin,-1.3834527861158346,6,2
6079,Or Schraiber,Ohad Naharin,-1.3834527861158346,6,2
6080,Elvis Deane,Sean Kaufmann,2.295341625598589,16,2
6081,Krystal Jyl Thomas,Sean Kaufmann,2.295341625598589,16,2
6082,Dave Metcalfe,Michelle Mylett,-0.7194888178871401,29,3
6083,Joanne Jansen,Michelle Mylett,-0.7194888178871401,29,3
6084,Sara Miller,Michelle Mylett,-0.7194888178871401,29,3
6085,Camila Mberekpe,Charles Awurum,0.8238238609128196,12,2
6086,Elvis Ogbonna,Charles Awurum,0.8238238609128196,12,2
6087,Roy De Nani,Charles Awurum,0.8238238609128196,12,2
6088,Kiki van Deursen,Noel Deelen,-4.150148086902417,11,2
6089,Yoeri van Dreumel,Noel Deelen,-4.150148086902417,11,2
6090,Barbara Bacci,Anne Day-Jones,-0.27981446260150744,9,2
6091,Karl Gerhardt,Anne Day-Jones,-0.27981446260150744,9,2
6092,Martha Brooke,Anne Day-Jones,-0.27981446260150744,9,2
6093,Samantha Slan,Anne Day-Jones,-0.27981446260150744,9,2
6094,Devin Estes,Valene Kane,-1.2254281964196125,18,3
6095,Kevin Jake Walker,Valene Kane,-1.2254281964196125,18,3
6096,Albino Marino,Lorenzo Pedrotti,0.8238238609128196,12,2
6097,Francesca Risoli,Lorenzo Pedrotti,0.8238238609128196,12,2
6098,Sara Francesca Spelta,Lorenzo Pedrotti,0.8238238609128196,12,2
6099,Bruno Dubeux,Larissa Vereza,1.1917033020842618,13,2
6100,Emiliano Ruschel,Larissa Vereza,1.1917033020842618,13,2
6101,Marcio Vito,Larissa Vereza,1.1917033020842618,13,2
6102,Yafit Asulin,Dvir Benedek,4.329394698929489,35,3
6103,Brian Amidei,Michelle Courvais,-0.11251879272946003,51,5
6104,Brion Bliss,Michelle Courvais,-0.11251879272946003,51,5
6105,Jayson Bernard,Michelle Courvais,-0.11251879272946003,51,5
6106,Rom Barkhordar,Salman Khan,37.295555023110936,346,5
6107,Anniken Skiebe Heiland,Igor Gnezdilov,-0.6476939037729498,8,2
6108,Deborah Kitchen-Döderlein,Igor Gnezdilov,-0.6476939037729498,8,2
6109,Maria Golibardova,Igor Gnezdilov,-0.6476939037729498,8,2
6110,Emil T. Jonsson,Lee Ingleby,5.0566026617758135,70,4
6111,Lena Löfvenborg,Lee Ingleby,5.0566026617758135,70,4
6112,Daniele Pinto,Hege Aga Edelsteen,0.6139690094375991,23,3
6113,Emilie Kristine Blichfeldt,Hege Aga Edelsteen,0.6139690094375991,23,3
6114,Antonio Del Río,Paul Lapidus,1.1917033020842618,13,2
6115,Francisco Del Río,Paul Lapidus,1.1917033020842618,13,2
6116,Javier Caffarena,Paul Lapidus,1.1917033020842618,13,2
6117,Nathalie Legosles,Paul Lapidus,1.1917033020842618,13,2
6118,Fred Phelps,Moby,3.768573851333278,55,4
6119,Adnan Omerović,Susanna Cappellaro,-4.150148086902417,11,2
6120,Sabina Mrgan,Susanna Cappellaro,-4.150148086902417,11,2
6121,Tina Keserovic,Susanna Cappellaro,-4.150148086902417,11,2
6122,Laurent Ruquier,Anthony Kavanagh,-4.518027528073859,10,2
6123,Elsa Amiel,Nicolas Wanczycki,3.0311005079414737,18,2
6124,Haci Aslan,Nicolas Wanczycki,3.0311005079414737,18,2
6125,Haci Yusuf Aslan,Nicolas Wanczycki,3.0311005079414737,18,2
6126,Ed Cummings,Sean Gullette,-0.6476939037729498,8,2
6127,Jeffrey Stanton,Sean Gullette,-0.6476939037729498,8,2
6128,Mark Abene,Sean Gullette,-0.6476939037729498,8,2
6129,Umut Karadag,Erkan Can,12.82387499829023,325,5
6130,Çagla Naz Kargi,Erkan Can,12.82387499829023,325,5
6131,Aya Crnić,Mira Furlan,5.902094303590648,48,4
6132,Esma Hrusto,Mira Furlan,5.902094303590648,48,4
6133,Mario Knezović,Mira Furlan,5.902094303590648,48,3
6134,Marcello Magni,Barry Keoghan,1.9289674899242606,72,4
6135,Otto von Habsburg,Henry Kissinger,-1.3834527861158346,6,2
6136,Fabolous,Wish Bone,-4.150148086902417,11,2
6137,Nu Jerzey Devil,Wish Bone,-4.150148086902417,11,2
6138,Erol Mütercimler,Türkan Şoray,-4.518027528073859,10,2
6139,Jordi Boixaderas,Goya Toledo,17.98837179071796,404,5
6140,Jordi Díaz,Goya Toledo,17.98837179071796,404,5
